=== ITEMS IN DB ===
ID=1 | Name=ಅಕ್ಕಿ (Rice) | Price=22.000 | CurrentStock=4.000 | OpeningStock=0.000
ID=2 | Name=ಸಕ್ಕರೆ (Sugar) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=3 | Name=ಬೆಲ್ಲ (Jaggery) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=4 | Name=ತೊಗರಿ ಬೇಳೆ (Toor Dal) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=5 | Name=ಉದ್ದಿನ ಬೇಳೆ (Urad Dal) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=6 | Name=ಕಡಲೆ ಬೇಳೆ (Chana Dal) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=7 | Name=ಅಡುಗೆ ಎಣ್ಣೆ (Cooking Oil) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=8 | Name=ತುಪ್ಪ (Ghee) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=9 | Name=ಜೀರಿಗೆ (Jeera) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=10 | Name=ಸಾಸಿವೆ (Mustard) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=11 | Name=ಅರಿಶಿಣ ಪುಡಿ (Turmeric Powder) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=12 | Name=ಕೆಂಪು ಮೆಣಸಿನಕಾಯಿ (Red Chilly) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=13 | Name=ಧನಿಯಾ (Coriander Seeds) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=14 | Name=ಏಲಕ್ಕಿ (Cardamom) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=15 | Name=ಲವಂಗ (Cloves) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=16 | Name=ಮೆಂತೆ (Methi) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=17 | Name=ಉಪ್ಪು (Salt) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=18 | Name=ಹುಣಸೆ ಹಣ್ಣು (Tamarind) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=19 | Name=ಗೋಧಿ ಕಡಿ (Wheat Rava) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=20 | Name=ಅವಲಕ್ಕಿ (Avalakki) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=21 | Name=ಟೊಮೇಟೊ (Tomato) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=22 | Name=ಹಿಂಗು (Hing) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=23 | Name=ಚಹಾ ಪುಡಿ (Tea Powder) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=24 | Name=ಕಾಫಿ ಪುಡಿ (Coffee Powder) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=25 | Name=ಒಣಮೆಣಸು (Dry Chilli) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=26 | Name=ಆಲೂಗಡ್ಡೆ (Potato) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=28 | Name=ಬೀನ್ಸ್ (Beans) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=29 | Name=ಸೌತೆಕಾಯಿ (Cucumber) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=30 | Name=ಹಸಿಮೆಣಸಿನಕಾಯಿ (Green Chilli) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=31 | Name=ಕುಂಬಳಕಾಯಿ (Pumpkin) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=32 | Name=ಕೊತ್ತಂಬರಿ ಸೊಪ್ಪು (Coriander Leaves) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=33 | Name=ಕರಿಬೇವು (Curry Leaves) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=34 | Name=ಶುಂಠಿ (Ginger) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=35 | Name=ಮೆಣಸು (Pepper) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=36 | Name=ತೆಂಗಿನಕಾಯಿ (Coconut) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=37 | Name=ಬಾಳೆಹಣ್ಣು (Banana) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=38 | Name=ಹಾಲು (Milk) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=39 | Name=ಮೊಸರು (Curd) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=40 | Name=ಗ್ಯಾಸ್ (Gas) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=41 | Name=ಇಂಧನ ಮರ (Firewood) | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
ID=50 | Name=HH | Price=0.000 | CurrentStock=0.000 | OpeningStock=0.000
